Id;Category;Manufacturer;Model;Prod. year;Gear box type;Leather interior;Fuel type;Engine volume;Drive wheels;Cylinders;Mileage;Doors;Airbags;Wheel;Color;Sales Fee
9009;Coupe;MERCEDES-BENZ;CLK 200;2000;Manual;No;Petrol;2;Rear;4;210508 km;2;4;Left wheel;Silver;-
7649;Sedan;DAEWOO;Lacetti;2011;Automatic;Yes;Petrol;1.8;Front;4;93000 km;4;4;Left wheel;Grey;645
6325;Sedan;MERCEDES-BENZ;CLS 350;2012;Automatic;Yes;Diesel;3.5 Turbo;4x4;6;207000 km;4;0;Left wheel;Grey;-
15987;Jeep;TOYOTA;Prius;2013;Automatic;Yes;Hybrid;1.8;Front;4;298248 km;4;12;Left wheel;White;585
14403;Jeep;MERCEDES-BENZ;ML 350;2014;Automatic;Yes;Diesel;3;4x4;6;179054 km;4;12;Left wheel;White;915
16948;Hatchback;TOYOTA;Prius;2015;Automatic;Yes;Hybrid;1.8;Front;4;123778 km;4;12;Left wheel;Grey;353
9033;Hatchback;TOYOTA;Prius;2010;Automatic;Yes;Hybrid;1.8;Front;4;73402 km;4;12;Left wheel;White;761
10466;Sedan;HYUNDAI;Sonata;2017;Automatic;Yes;LPG;2;Front;4;238025 km;4;4;Left wheel;White;1017
5013;Sedan;CHEVROLET;Cruze;2014;Tiptronic;No;Petrol;1.4;Front;4;70222 km;4;10;Left wheel;Silver;473
13744;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;232032 km;4;12;Left wheel;Silver;779
18335;Sedan;KIA;Optima;2012;Tiptronic;Yes;Petrol;2.4;Front;4;156800 km;4;10;Left wheel;White;-
1737;Minivan;MERCEDES-BENZ;Vito;2016;Automatic;Yes;Diesel;2.2 Turbo;Rear;4;212000 km;4;0;Left wheel;Silver;-
12923;Jeep;HYUNDAI;Tucson;2016;Automatic;Yes;Diesel;1.7;Front;4;162093 km;4;4;Left wheel;Blue;770
3145;Sedan;MERCEDES-BENZ;E 350;2011;Automatic;Yes;Diesel;3.5;4x4;6;230696 km;4;12;Left wheel;Black;1172
9281;Jeep;TOYOTA;Prius;2015;Automatic;Yes;Hybrid;1.8;Front;4;104795 km;4;12;Left wheel;White;353
4167;Sedan;MERCEDES-BENZ;E 350;2012;Automatic;Yes;Diesel;3;Rear;6;171221 km;4;12;Left wheel;Black;919
12522;Hatchback;PEUGEOT;206;2006;Tiptronic;Yes;Petrol;1.6;Front;4;93686 km;4;0;Left wheel;Silver;-
7955;Sedan;HYUNDAI;Sonata;2010;Automatic;Yes;Petrol;2;Front;4;104259 km;4;4;Left wheel;Black;836
17652;Sedan;NISSAN;Frontier;2016;Automatic;Yes;Petrol;4;Front;6;105427 km;4;12;Left wheel;Blue;1694
3386;Jeep;PORSCHE;Cayenne;2011;Tiptronic;Yes;Petrol;3.5;4x4;6;171000 km;4;10;Left wheel;Black;-
7468;Goods wagon;FORD;Focus;2004;Manual;No;Diesel;1.8 Turbo;Front;4;200000 km;4;4;Left wheel;Silver;-
4170;Sedan;HYUNDAI;Sonata;2014;Automatic;Yes;LPG;2;Front;4;417661 km;4;4;Left wheel;Silver;639
6783;Sedan;BMW;328;2009;Tiptronic;Yes;Petrol;3;Rear;6;162000 km;4;10;Left wheel;Silver;-
7778;Jeep;LEXUS;RX 450;2014;Tiptronic;Yes;Hybrid;3.5;4x4;4;43000 km;4;12;Left wheel;White;517
3447;Sedan;KIA;Avella;2017;Automatic;Yes;Petrol;2;Front;4;11971 km;4;12;Left wheel;Silver;1017
6109;Sedan;VOLKSWAGEN;Jetta;2015;Automatic;Yes;Petrol;1.8;Front;4;70000 km;4;4;Left wheel;Silver;697
2904;Hatchback;CHEVROLET;Volt;2014;Automatic;Yes;Hybrid;1.4;Front;4;131893 km;4;0;Left wheel;Brown;259
12744;Sedan;TOYOTA;Camry;2012;Tiptronic;No;Petrol;2.5;Front;4;148000 km;4;12;Left wheel;Grey;781
4998;Hatchback;OPEL;Corsa;2004;Tiptronic;No;Diesel;1.3 Turbo;Front;4;108000 km;4;6;Left wheel;Silver;-
3348;Jeep;SUBARU;Forester;2006;Automatic;Yes;Petrol;2.5;4x4;4;262298 km;4;12;Left wheel;Blue;1829
9475;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;283593 km;4;4;Left wheel;Silver;765
15737;Jeep;FORD;Escape;2015;Automatic;Yes;Petrol;1.6 Turbo;Front;4;123000 km;4;0;Left wheel;Grey;-
3885;Jeep;BMW;X3 3.5i;2012;Automatic;Yes;Petrol;3.0 Turbo;4x4;6;91000 km;4;12;Left wheel;Golden;-
12467;Hatchback;HONDA;FIT;2016;Automatic;Yes;Petrol;1.3;Front;4;57400 km;4;4;Left wheel;Silver;609
236;Sedan;VOLKSWAGEN;Passat;2013;Automatic;Yes;Diesel;2;Front;4;132310 km;4;12;Left wheel;Grey;640
7582;Sedan;MERCEDES-BENZ;S 320;2000;Tiptronic;Yes;Petrol;3.2;Rear;6;200000 km;4;10;Right-hand drive;Golden;-
6752;Jeep;LEXUS;RX 300;2008;Automatic;Yes;Hybrid;3.3;4x4;6;224629 km;4;12;Left wheel;Silver;1750
12602;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;367783 km;4;4;Left wheel;Orange;765
14140;Coupe;CHEVROLET;Camaro;2011;Automatic;Yes;Petrol;3.6;Rear;6;166318 km;2;12;Left wheel;Grey;1203
10845;Sedan;HYUNDAI;Veloster;2013;Automatic;Yes;Petrol;1.6 Turbo;Front;4;73600 km;2;6;Left wheel;Blue;-
716;Jeep;TOYOTA;FJ Cruiser;2008;Automatic;No;Petrol;4;4x4;5;185600 km;4;4;Left wheel;Black;-
1909;Sedan;TOYOTA;Camry SE;2018;Automatic;Yes;Petrol;2.5;Front;4;41068 km;4;10;Left wheel;Black;1327
4658;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;510853 km;4;4;Left wheel;Orange;765
1920;Jeep;TOYOTA;Highlander;2009;Automatic;Yes;Hybrid;3.3;4x4;6;420550 km;4;12;Left wheel;Blue;1537
13907;Sedan;HONDA;FIT;2006;Tiptronic;No;Petrol;1.3;Front;4;280900 km;4;2;Right-hand drive;Black;-
10536;Hatchback;HONDA;Civic;2017;Automatic;Yes;Petrol;1.5;Front;4;41018 km;4;4;Left wheel;White;784
11320;Sedan;CHEVROLET;Impala;2017;Automatic;Yes;Petrol;2.5;Front;4;56486 km;4;4;Left wheel;Golden;1249
6551;Jeep;BMW;X5;2012;Automatic;Yes;Diesel;3;4x4;6;103458 km;4;0;Left wheel;White;919
15020;Sedan;HYUNDAI;Sonata;2011;Automatic;Yes;Hybrid;2.4;Front;4;108826 km;4;0;Left wheel;Black;831
12580;Hatchback;CHEVROLET;Spark;2012;Automatic;Yes;Petrol;1;Front;4;160000 km;4;4;Left wheel;Blue;364
1933;Universal;OPEL;Astra G;2002;Manual;No;Diesel;1.7 Turbo;Front;4;270000 km;4;2;Left wheel;Silver;-
1580;Minivan;MERCEDES-BENZ;Sprinter VAN;2007;Manual;No;Diesel;2.2 Turbo;Rear;4;200000 km;4;2;Left wheel;Silver;-
943;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;595426 km;4;4;Left wheel;Orange;765
15953;Hatchback;AUDI;RS7;2016;Automatic;Yes;Petrol;4;4x4;8;112701 km;4;12;Left wheel;Grey;1694
5754;Hatchback;HONDA;FIT;2012;Automatic;No;Petrol;1.3;Front;4;108000 km;4;6;Right-hand drive;Blue;1111
10290;Hatchback;MITSUBISHI;Colt;2007;Manual;No;Petrol;1.3;Front;4;164500 km;4;4;Left wheel;Sky blue;-
6198;Sedan;HYUNDAI;Sonata;2015;Automatic;Yes;LPG;2;Front;4;43000 km;4;4;Left wheel;Silver;765
6104;Hatchback;TOYOTA;Prius V;2013;Automatic;No;Hybrid;1.8;Front;4;260089 km;4;4;Left wheel;Brown;585
16793;Jeep;HYUNDAI;Tucson;2013;Automatic;Yes;Diesel;2;Front;4;165003 km;4;4;Left wheel;Red;640
8072;Coupe;MERCEDES-BENZ;CLK 320;2003;Tiptronic;Yes;Petrol;3.2;Rear;6;245000 km;2;6;Left wheel;Silver;-
12395;Sedan;MERCEDES-BENZ;E 240;2001;Automatic;Yes;Petrol;2.4;Rear;6;235000 km;4;6;Left wheel;Silver;-
777;Jeep;NISSAN;Rogue SL;2010;Variator;No;Petrol;2.5;Front;4;150000 km;4;8;Left wheel;Black;-
7007;Sedan;HONDA;Odyssey;2016;Automatic;Yes;Petrol;3.5;Front;6;203338 km;4;12;Left wheel;Grey;1493
9844;Sedan;FORD;Fusion;2015;Automatic;Yes;Hybrid;2;Front;4;88795 km;4;0;Left wheel;Black;382
11270;Cabriolet;MERCEDES-BENZ;E 350;2014;Tiptronic;Yes;Petrol;3.5;Rear;6;42774 km;2;12;Left wheel;White;-
15936;Sedan;TOYOTA;Camry;2012;Automatic;Yes;Hybrid;2.5;Front;4;50226 km;4;12;Left wheel;Grey;781
4179;Sedan;BMW;530;2011;Tiptronic;Yes;Petrol;3;Rear;4;81000 km;4;12;Left wheel;Silver;-
9959;Sedan;MERCEDES-BENZ;E 300;2017;Automatic;Yes;Petrol;2;Rear;4;1600 km;4;12;Left wheel;Black;1017
7667;Coupe;FORD;Mustang;1965;Automatic;Yes;Petrol;4.7;Front;8;68800 km;2;2;Left wheel;Red;-
16015;Jeep;FORD;Escape;2010;Automatic;Yes;Hybrid;2.5;Front;4;131000 km;4;10;Left wheel;Grey;1024
6853;Sedan;HYUNDAI;Elantra;2013;Automatic;No;Petrol;1.8;Front;4;45000 km;4;8;Left wheel;Silver;-
5275;Sedan;JAGUAR;XF;2013;Automatic;Yes;Petrol;5;Rear;8;85459 km;4;12;Left wheel;Silver;1470
9317;Jeep;BMW;X5;2003;Tiptronic;Yes;CNG;3;Front;6;178942 km;4;8;Left wheel;Black;-
14799;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;164805 km;4;4;Left wheel;White;777
11809;Jeep;SSANGYONG;Actyon;2017;Automatic;Yes;Diesel;1.6;Front;4;71000 km;4;4;Left wheel;Blue;831
17440;Sedan;LEXUS;ES 350;2016;Automatic;Yes;Petrol;3.5;Front;6;68630 km;4;12;Left wheel;White;1493
16458;Coupe;HYUNDAI;Elantra;2014;Automatic;Yes;Petrol;2;Front;4;50478 km;4;4;Left wheel;White;639
18227;Jeep;HYUNDAI;Tucson;2015;Automatic;Yes;Diesel;2;Front;4;146948 km;4;4;Left wheel;White;765
3530;Sedan;TOYOTA;Camry;2019;Automatic;Yes;Petrol;2.5;Front;4;7000 km;4;10;Left wheel;Black;1325
4569;Sedan;MERCEDES-BENZ;E 350;2012;Automatic;Yes;Diesel;3.5;4x4;6;318285 km;4;12;Left wheel;Black;1058
10721;Jeep;MERCEDES-BENZ;G 63 AMG;2016;Automatic;Yes;Petrol;5.5;4x4;8;39325 km;4;12;Left wheel;Black;2297
12527;Hatchback;HYUNDAI;Elantra Gt;2013;Tiptronic;Yes;Petrol;1.8;Rear;4;118400 km;4;6;Left wheel;White;585
5563;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Petrol;2.5;Front;4;202355 km;4;12;Left wheel;Red;777
9862;Hatchback;NISSAN;Tiida;2006;Variator;Yes;Petrol;1.5;Front;4;200000 km;4;6;Right-hand drive;Golden;-
7871;Hatchback;TOYOTA;Aqua;2012;Automatic;No;Hybrid;1.5;Front;4;161200 km;4;6;Right-hand drive;Silver;1268
13696;Sedan;HYUNDAI;Sonata;2013;Automatic;Yes;Petrol;2;Front;4;53867 km;4;12;Left wheel;Silver;640
8230;Jeep;CHEVROLET;Captiva;2007;Automatic;Yes;Diesel;2;Front;4;51258 km;4;4;Left wheel;Black;1288
15533;Sedan;MERCEDES-BENZ;C 250;2014;Automatic;Yes;Petrol;1.8;Rear;4;156682 km;4;0;Left wheel;White;584
8370;Sedan;TOYOTA;Camry;2015;Automatic;Yes;Petrol;2.5;Front;4;150259 km;4;12;Left wheel;White;934
751;Cabriolet;FIAT;500C Lounge;2013;Automatic;Yes;Petrol;1.4;Front;4;70000 km;2;6;Left wheel;Blue;474
3437;Sedan;HONDA;FIT;2005;Variator;No;Petrol;1.3;Front;4;176000 km;4;8;Right-hand drive;Black;-
17912;Jeep;CHEVROLET;Captiva;2013;Automatic;Yes;Petrol;2.4;Front;4;236267 km;4;12;Left wheel;Grey;751
247;Hatchback;TOYOTA;Prius;2012;Automatic;No;Hybrid;1.8;Front;4;122324 km;4;7;Left wheel;Red;586
7628;Hatchback;TOYOTA;Prius C;2016;Automatic;Yes;Hybrid;1.5;Front;4;296104 km;4;12;Left wheel;Black;345
4912;Hatchback;HONDA;FIT;2010;Tiptronic;No;Petrol;1.5;Front;4;180800 km;4;8;Left wheel;Grey;-
93;Sedan;DAEWOO;Lacetti;2008;Automatic;Yes;Petrol;2;Front;4;103246 km;4;4;Left wheel;Black;1095
9463;Sedan;MERCEDES-BENZ;C 300;2013;Automatic;Yes;Petrol;3.5;4x4;6;105014 km;4;12;Left wheel;Black;1055
1400;Sedan;MERCEDES-BENZ;C 180;1996;Manual;No;Petrol;1.8;Rear;4;230000 km;4;2;Left wheel;Red;-
8935;Jeep;TOYOTA;Highlander;2009;Automatic;Yes;Hybrid;3.3;4x4;6;420550 km;4;12;Left wheel;Blue;1537
4078;Jeep;SSANGYONG;Actyon;2016;Automatic;Yes;Diesel;1.6;Front;4;94300 km;4;4;Left wheel;White;730
17217;Jeep;TOYOTA;Prius;2011;Automatic;Yes;Hybrid;1.8;Front;4;415150 km;4;12;Left wheel;Grey;645
10148;Minivan;HYUNDAI;H1;2011;Automatic;Yes;Diesel;2.5;Front;4;69624 km;4;4;Left wheel;Black;862
8861;Sedan;OPEL;Astra;1998;Manual;No;Petrol;1.6;Front;4;30000 km;4;5;Left wheel;Carnelian red;-
18841;Minivan;HYUNDAI;H1;2014;Automatic;Yes;Diesel;2.5;Front;4;128000 km;4;4;Left wheel;Grey;777
2283;Coupe;BENTLEY;Continental GT;2012;Tiptronic;Yes;Petrol;4.0 Turbo;4x4;8;55500 km;2;0;Left wheel;Black;-
6514;Sedan;KIA;Optima;2013;Tiptronic;Yes;Petrol;2.0 Turbo;Front;4;74000 km;4;12;Left wheel;White;640
6599;Sedan;TOYOTA;Camry;2015;Automatic;Yes;Petrol;2.5;Front;4;113053 km;4;12;Left wheel;Blue;934
9174;Jeep;MITSUBISHI;Outlander;2015;Automatic;Yes;Petrol;2.4;Front;4;51141 km;4;12;Left wheel;Silver;900
533;Sedan;AUDI;A4 premium;2010;Automatic;Yes;Petrol;2;4x4;4;168000 km;4;12;Left wheel;Silver;-
10983;Jeep;FORD;Escape;2014;Automatic;Yes;Petrol;1.6;Front;4;70165 km;4;4;Left wheel;White;528
1831;Jeep;NISSAN;Juke;2016;Automatic;Yes;Petrol;1.6;4x4;4;181997 km;4;0;Left wheel;Black;730
6061;Universal;HYUNDAI;H1;2011;Automatic;Yes;Diesel;2.5;Front;4;189347 km;4;4;Left wheel;Grey;862
7257;Sedan;BMW;328;2013;Tiptronic;Yes;Petrol;2.8 Turbo;Rear;4;108800 km;4;4;Left wheel;White;862
5846;Sedan;KIA;Optima;2014;Tiptronic;Yes;Petrol;2.4;Front;4;80000 km;4;12;Left wheel;Black;-
18078;Hatchback;OPEL;Astra;2008;Manual;No;Petrol;1.4;Front;4;163000 km;4;8;Left wheel;Silver;792
6702;Pickup;TOYOTA;Tacoma;2009;Automatic;Yes;Petrol;2.7;Rear;4;335291 km;4;12;Left wheel;White;1273
9025;Hatchback;TOYOTA;Prius;2011;Automatic;Yes;Hybrid;1.8;Front;4;121000 km;4;7;Left wheel;Silver;645
18035;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Hybrid;2.5;Front;4;124912 km;4;12;Left wheel;White;779
19103;Hatchback;NISSAN;Tiida;2006;Automatic;No;Petrol;1.5;Front;4;0 km;4;4;Right-hand drive;Black;-
14330;Sedan;CHEVROLET;Cruze;2011;Automatic;No;Petrol;1.4;Front;4;131200 km;4;6;Left wheel;Red;521
16700;Hatchback;HONDA;FIT;2012;Variator;Yes;Petrol;1.3;Front;4;145000 km;4;4;Right-hand drive;Blue;-
14359;Sedan;HYUNDAI;Sonata;2016;Automatic;Yes;LPG;2;Front;4;518650 km;4;4;Left wheel;Orange;891
13640;Sedan;TOYOTA;Prius C;2012;Variator;No;Hybrid;1.5;Front;4;148233 km;4;12;Left wheel;White;503
4829;Hatchback;HONDA;FIT;2016;Automatic;No;Petrol;1.5;Front;4;56000 km;4;8;Left wheel;White;690
9630;Sedan;HYUNDAI;Elantra SE;2016;Automatic;No;Petrol;2;Front;4;81302 km;4;8;Left wheel;Red;891
4438;Minivan;VOLKSWAGEN;Touran;2004;Tiptronic;No;Petrol;2;Front;4;176000 km;4;12;Right-hand drive;Black;-
2618;Coupe;HYUNDAI;Genesis;2013;Automatic;Yes;Petrol;2;Front;4;53885 km;4;4;Left wheel;Black;640
10250;Hatchback;TOYOTA;Prius;2013;Automatic;No;Hybrid;1.8;Front;4;91373 km;4;8;Left wheel;Sky blue;585
18506;Sedan;BMW;328;2014;Automatic;Yes;Petrol;2;Rear;4;58173 km;4;0;Left wheel;Black;639
2493;Sedan;AUDI;A6;1998;Tiptronic;Yes;Petrol;2.8;Front;6;299689 km;4;6;Left wheel;Silver;-
8131;Sedan;MERCEDES-BENZ;CLK 200 200;1999;Automatic;Yes;Petrol;2;Rear;8;14566 km;2;12;Left wheel;Blue;-
13537;Coupe;BMW;320;1994;Manual;Yes;Petrol;2;Rear;6;285000 km;2;4;Left wheel;Silver;-
15358;Jeep;LEXUS;RX 400;2008;Automatic;Yes;Hybrid;3.3;4x4;6;224629 km;4;12;Left wheel;Silver;1750
2818;Sedan;MERCEDES-BENZ;E 270 AVANGARDI;2002;Tiptronic;Yes;Diesel;2.7 Turbo;Rear;5;248000 km;4;10;Left wheel;Black;-
6236;Hatchback;TOYOTA;Prius;2007;Automatic;No;Hybrid;1.5;Front;4;79030 km;4;6;Left wheel;Grey;988
470;Sedan;SUBARU;Legacy;2008;Tiptronic;No;Petrol;3;4x4;6;138000 km;4;8;Left wheel;Black;-
16058;Sedan;TOYOTA;Camry;2012;Tiptronic;Yes;Petrol;2.5;Front;4;94000 km;4;10;Left wheel;White;781
16732;Sedan;MERCEDES-BENZ;E 350;2012;Automatic;Yes;Diesel;3;Rear;6;171221 km;4;12;Left wheel;Black;919
193;Jeep;HONDA;Cr-v;2002;Automatic;No;Petrol;2.4;4x4;4;260000 km;4;6;Left wheel;Silver;-
6935;Sedan;CHEVROLET;Volt;2011;Automatic;No;Hybrid;1.4;Front;4;304000 km;4;0;Left wheel;Silver;521
14401;Jeep;LEXUS;RX 400;2008;Automatic;Yes;Hybrid;3.3;4x4;6;224629 km;4;12;Left wheel;Silver;1750
7896;Hatchback;KIA;RIO;2013;Automatic;No;Petrol;1.4;Front;4;140800 km;4;0;Left wheel;Red;474
3430;Sedan;FORD;C-MAX;2013;Automatic;No;Hybrid;2;Front;4;144000 km;4;10;Left wheel;Blue;640
9245;Sedan;MAZDA;1000;2015;Automatic;Yes;Petrol;2.5;4x4;4;113102 km;4;12;Left wheel;Red;934
204;Sedan;NISSAN;Altima;1998;Manual;No;Petrol;2.4;Front;4;358400 km;4;2;Left wheel;Brown;-
10646;Coupe;HONDA;CR-Z;2013;Manual;No;Hybrid;1.5;Front;4;90000 km;2;4;Left wheel;Black;-
4318;Sedan;TOYOTA;Camry;2013;Tiptronic;No;Hybrid;2.5;Front;4;0 km;4;6;Left wheel;Black;779
14810;Goods wagon;MERCEDES-BENZ;Sprinter;2013;Manual;Yes;Diesel;2.2 Turbo;Rear;4;169000 km;4;4;Left wheel;White;-
10743;Jeep;MERCEDES-BENZ;GL 450;2012;Automatic;Yes;Petrol;4.7;4x4;8;155313 km;4;12;Left wheel;Black;1391
16842;Jeep;MERCEDES-BENZ;ML 320;2000;Automatic;Yes;LPG;3.2;4x4;6;234603 km;4;4;Left wheel;Silver;-
11761;Sedan;FORD;Fusion;2014;Tiptronic;Yes;Petrol;2.0 Turbo;Front;4;70600 km;4;8;Left wheel;White;639
4706;Hatchback;FORD;C-MAX;2012;Automatic;No;Hybrid;2;Front;4;94408 km;4;8;Left wheel;Black;642
17428;Sedan;MERCEDES-BENZ;CLK 320;2003;Automatic;Yes;Petrol;3.2;Rear;6;212000 km;2;8;Left wheel;Pink;-
7388;Jeep;FORD;Escape;2011;Automatic;Yes;Hybrid;2.5;4x4;4;130306 km;4;0;Left wheel;Green;862
1471;Sedan;BMW;114;2017;Automatic;Yes;Hybrid;2;Rear;4;0 km;4;12;Left wheel;Black;481
827;Sedan;VOLKSWAGEN;Jetta;2013;Tiptronic;No;Petrol;2;Front;4;94400 km;4;8;Left wheel;Black;-
8764;Sedan;MERCEDES-BENZ;C 220;2010;Manual;No;Diesel;2.2 Turbo;Rear;6;24500 km;4;12;Left wheel;Silver;911
4819;Hatchback;FORD;C-MAX SEL;2012;Automatic;Yes;Hybrid;2;Front;4;243200 km;4;12;Left wheel;Silver;-
14949;Hatchback;TOYOTA;Prius;2009;Automatic;No;Hybrid;1.5;Front;4;124839 km;4;6;Left wheel;Blue;746
2544;Minivan;NISSAN;Serena;2005;Automatic;Yes;Petrol;2;Front;4;117000 km;4;12;Right-hand drive;Black;-
13445;Jeep;SUBARU;Forester;2003;Manual;Yes;Petrol;2.0 Turbo;4x4;4;145000 km;4;4;Right-hand drive;White;-
11751;Universal;HONDA;FIT;2016;Automatic;Yes;Hybrid;1.5;Front;4;23779 km;4;4;Left wheel;Yellow;345
5619;Sedan;HYUNDAI;Sonata;2011;Automatic;Yes;Hybrid;2.4;Front;4;0 km;4;0;Left wheel;Silver;831
14274;Sedan;HYUNDAI;Sonata;2011;Automatic;Yes;Hybrid;2.4;Front;4;202637 km;4;0;Left wheel;Black;831
11197;Sedan;TOYOTA;Camry;2012;Automatic;Yes;Hybrid;2.5;Front;4;214098 km;4;12;Left wheel;Silver;781
9310;Jeep;BMW;X5;2015;Automatic;Yes;Diesel;3;4x4;6;196614 km;4;0;Left wheel;Black;1104
12660;Sedan;LEXUS;HS 250h;2011;Automatic;Yes;Hybrid;2.4;Front;4;0 km;4;12;Left wheel;Silver;831
12097;Sedan;MERCEDES-BENZ;E 300;2017;Automatic;Yes;Petrol;2;Rear;4;50930 km;4;12;Left wheel;Black;1017
2421;Sedan;HYUNDAI;Elantra;2011;Automatic;Yes;Petrol;1.6;Front;4;127500 km;4;4;Left wheel;White;583
13778;Sedan;BMW;318 318;1998;Manual;No;Petrol;1.8;Rear;4;0 km;4;4;Left wheel;Silver;-
16722;Sedan;VOLKSWAGEN;Passat;2013;Tiptronic;Yes;Petrol;2.5;Front;6;106293 km;4;12;Left wheel;Beige;779
18966;Jeep;LEXUS;RX 450;2010;Automatic;Yes;Hybrid;3.5;4x4;6;186005 km;4;12;Left wheel;Silver;1399
8212;Sedan;KIA;Optima;2013;Automatic;Yes;Petrol;2;Front;4;52192 km;4;4;Left wheel;Grey;640
5446;Sedan;KIA;Optima;2012;Automatic;Yes;Petrol;2;Front;4;345673 km;4;4;Left wheel;Silver;641
14856;Sedan;HYUNDAI;Elantra;2014;Automatic;Yes;Petrol;1.8;Front;4;107155 km;4;12;Left wheel;Black;584
9466;Sedan;HYUNDAI;Sonata;2013;Tiptronic;Yes;LPG;2;Front;4;113000 km;4;4;Left wheel;Silver;640
12137;Jeep;SSANGYONG;Actyon;2011;Automatic;Yes;Diesel;2;Front;4;166288 km;4;4;Left wheel;White;707
18150;Sedan;HYUNDAI;Elantra;2016;Automatic;Yes;Petrol;1.6;Front;4;39770 km;4;4;Left wheel;Silver;730
15162;Sedan;FORD;Fusion;2009;Automatic;Yes;Petrol;2.5;Front;4;312000 km;4;6;Left wheel;Silver;-
12793;Jeep;FORD;Escape HYBRID;2008;Automatic;Yes;Hybrid;2.3;4x4;4;313600 km;4;6;Left wheel;Blue;-
18912;Minivan;MERCEDES-BENZ;Vito Extralong;2014;Manual;Yes;Diesel;2.2 Turbo;Rear;4;173000 km;4;6;Left wheel;Black;694
13098;Sedan;MERCEDES-BENZ;S 350;2005;Tiptronic;Yes;Petrol;3.5;Rear;6;79000 km;4;12;Left wheel;White;-
7002;Jeep;FORD;Escape;2010;Automatic;Yes;Petrol;3;4x4;6;358370 km;4;12;Left wheel;Silver;1211
8405;Sedan;TOYOTA;Aqua;2014;Automatic;No;Hybrid;1.5;Rear;4;111000 km;4;0;Right-hand drive;Black;-
1900;Sedan;LEXUS;ES 350;2010;Automatic;Yes;Petrol;3.5;Front;6;187144 km;4;12;Left wheel;Black;1399
13510;Minivan;NISSAN;Serena;2007;Automatic;No;Petrol;2;4x4;4;220000 km;4;2;Left wheel;Black;-
16847;Hatchback;TOYOTA;Prius C;2012;Automatic;No;Hybrid;1.5;Front;4;176000 km;4;6;Left wheel;White;-
4704;Microbus;FORD;Transit;2004;Manual;No;Diesel;2.4 Turbo;Rear;4;180000 km;4;2;Left wheel;White;-
3275;Microbus;MERCEDES-BENZ;Sprinter 315CDI;2007;Manual;No;Diesel;2.1 Turbo;Front;6;268022 km;2;0;Left wheel;White;-
17640;Hatchback;HONDA;FIT;2014;Automatic;No;Hybrid;1.5;Front;4;138000 km;4;8;Right-hand drive;Blue;-
18086;Sedan;KIA;Optima;2013;Tiptronic;Yes;Petrol;2.4;Front;4;95000 km;4;6;Left wheel;Black;-
7848;Sedan;TOYOTA;Camry;2013;Automatic;Yes;Petrol;2.5;Front;4;308694 km;4;12;Left wheel;Grey;779
8713;Sedan;HONDA;FIT;2003;Variator;No;Petrol;1.3;Front;4;0 km;4;6;Right-hand drive;Black;-
10570;Hatchback;TOYOTA;Prius;2014;Automatic;No;Hybrid;1.8;Front;4;105000 km;4;0;Left wheel;White;-
3910;Jeep;LEXUS;RX 450;2010;Automatic;Yes;Hybrid;3.5;4x4;6;317470 km;4;12;Left wheel;Grey;1399
5848;Sedan;MERCEDES-BENZ;E 550;2008;Tiptronic;Yes;Petrol;5.5;Rear;8;162000 km;4;12;Left wheel;Black;2858
17162;Jeep;TOYOTA;RAV 4;2013;Automatic;Yes;Petrol;2.5;Front;4;110019 km;4;12;Left wheel;Grey;779
5796;Sedan;TOYOTA;Camry;2014;Automatic;Yes;Hybrid;2.5;Front;4;109798 km;4;12;Left wheel;White;394
7794;Coupe;HYUNDAI;Veloster;2016;Manual;Yes;Petrol;1.6 Turbo;Front;4;42000 km;4;0;Left wheel;Red;730
11404;Jeep;SSANGYONG;Korando;2016;Automatic;Yes;Diesel;2.2;Front;4;105344 km;4;4;Left wheel;White;971
4;Hatchback;HONDA;FIT;2014;Automatic;Yes;Petrol;1.3;Front;4;91901 km;4;4;Left wheel;Silver;446
16012;Sedan;INFINITI;G37;2011;Automatic;Yes;Petrol;3.7;Rear;6;158128 km;4;12;Left wheel;Silver;1234
650;Sedan;TOYOTA;Camry;2019;Tiptronic;Yes;Petrol;2.5;Front;4;25000 km;4;12;Left wheel;White;-
318;Coupe;HYUNDAI;Elantra;2013;Manual;No;Petrol;1.8;Front;6;77000 km;2;0;Left wheel;Beige;-
4871;Sedan;TOYOTA;Camry;2015;Automatic;No;Petrol;2.5;Front;4;156800 km;4;8;Left wheel;Black;934
14423;Universal;MINI;Cooper;2014;Manual;Yes;Petrol;1.6;Front;4;88000 km;4;6;Left wheel;Red;-
8134;Hatchback;TOYOTA;Prius;2015;Automatic;No;Hybrid;1.5;Front;4;160000 km;4;10;Left wheel;White;-
16585;Microbus;FORD;Transit;1996;Manual;No;Diesel;2.5;Rear;4;123000 km;4;2;Left wheel;White;-
